transaction_id,posting_date,document_date,amount,vendor_name,invoice_number,debit_account,credit_account,narration,is_manual_entry,gst_amount,gstin
TXN-045002,2025-10-08,2025-10-08,18899.29,VENDOR_0140,INV-2025-1790,Professional Fees,HDFC Current Account,Payment for professional fees to VENDOR_0140,False,3401.87,27ABCDE6695F1Z5
TXN-045003,2025-11-09,2025-11-06,8218.75,VENDOR_0112,INV-2025-7698,Professional Fees,SBI Corporate Account,Payment for professional fees to VENDOR_0112,False,1479.38,27ABCDE8565F1Z5
TXN-045004,2025-09-07,2025-09-07,4557.13,VENDOR_0024,INV-2025-5810,Rent Expense,HDFC Current Account,Payment for rent expense to VENDOR_0024,False,820.28,27ABCDE9727F1Z5
TXN-045005,2025-04-09,2025-04-07,12705.39,VENDOR_0136,INV-2025-8036,Professional Fees,HDFC Current Account,Payment for professional fees to VENDOR_0136,False,2286.97,27ABCDE4312F1Z5
TXN-045006,2025-05-03,2025-05-01,2962.73,VENDOR_0153,INV-2025-8894,Vendor Advances,SBI Corporate Account,Payment for vendor advances to VENDOR_0153,False,533.29,27ABCDE4310F1Z5
TXN-045007,2025-09-12,2025-09-11,5205.57,VENDOR_0182,INV-2025-9284,Rent Expense,HDFC Current Account,Payment for rent expense to VENDOR_0182,False,937.00,27ABCDE3230F1Z5
TXN-045008,2025-09-21,2025-09-18,37463.0,VENDOR_0006,INV-2025-1420,Professional Fees,Accounts Payable,Payment for professional fees to VENDOR_0006,False,6743.34,27ABCDE2001F1Z5
TXN-045009,2025-10-24,2025-10-24,14048.51,VENDOR_0189,INV-2025-2194,Capital Expenditure,ICICI Bank Account,Payment for capital expenditure to VENDOR_0189,False,2528.73,27ABCDE4701F1Z5
TXN-045010,2025-05-21,2025-05-21,15526.0,VENDOR_0054,INV-2025-5512,Rent Expense,SBI Corporate Account,Payment for rent expense to VENDOR_0054,False,2794.68,27ABCDE6266F1Z5
TXN-045011,2026-02-25,2026-02-22,182.58,VENDOR_0021,INV-2025-7379,Vendor Advances,SBI Corporate Account,Payment for vendor advances to VENDOR_0021,False,32.86,27ABCDE7118F1Z5
TXN-045012,2026-01-10,2026-01-09,3699.81,VENDOR_0015,INV-2025-6749,Professional Fees,ICICI Bank Account,Payment for professional fees to VENDOR_0015,False,665.97,27ABCDE7869F1Z5
TXN-045013,2025-11-15,2025-11-12,5759.89,VENDOR_0184,INV-2025-8800,Operating Expenses,SBI Corporate Account,Payment for operating expenses to VENDOR_0184,False,1036.78,27ABCDE4374F1Z5
TXN-045014,2025-12-29,2025-12-26,4208.78,VENDOR_0061,INV-2025-5181,Professional Fees,HDFC Current Account,Payment for professional fees to VENDOR_0061,False,757.58,27ABCDE2408F1Z5
TXN-045015,2025-08-28,2025-08-27,6705.3,VENDOR_0176,INV-2025-8604,Operating Expenses,Accounts Payable,Payment for operating expenses to VENDOR_0176,False,1206.95,27ABCDE8299F1Z5
TXN-045016,2025-09-29,2025-09-27,26168.62,VENDOR_0006,INV-2025-2216,Operating Expenses,HDFC Current Account,Payment for operating expenses to VENDOR_0006,False,4710.35,27ABCDE3283F1Z5
TXN-045017,2025-10-03,2025-09-30,36688.24,VENDOR_0078,INV-2025-5698,Operating Expenses,ICICI Bank Account,Payment for operating expenses to VENDOR_0078,False,6603.88,27ABCDE3825F1Z5
TXN-045018,2025-08-27,2025-08-24,2987.4,VENDOR_0165,INV-2025-2170,Rent Expense,HDFC Current Account,Payment for rent expense to VENDOR_0165,False,537.73,27ABCDE2131F1Z5
TXN-045019,2025-10-02,2025-09-29,25936.12,VENDOR_0072,INV-2025-8020,Professional Fees,HDFC Current Account,Payment for professional fees to VENDOR_0072,False,4668.50,27ABCDE3184F1Z5
TXN-045020,2025-06-24,2025-06-22,3735.8,VENDOR_0048,INV-2025-3142,Rent Expense,HDFC Current Account,Payment for rent expense to VENDOR_0048,False,672.44,27ABCDE6791F1Z5
TXN-045021,2026-03-28,2026-03-28,4174.2,VENDOR_0001,INV-2025-6114,Vendor Advances,Accounts Payable,Payment for vendor advances to VENDOR_0001,False,751.36,27ABCDE4918F1Z5
TXN-045022,2025-06-04,2025-06-02,21057.51,VENDOR_0032,INV-2025-4266,Operating Expenses,ICICI Bank Account,Payment for operating expenses to VENDOR_0032,False,3790.35,27ABCDE5491F1Z5
TXN-045023,2025-06-19,2025-06-17,825.09,VENDOR_0125,INV-2025-6757,Operating Expenses,HDFC Current Account,Payment for operating expenses to VENDOR_0125,False,148.52,27ABCDE1608F1Z5
TXN-045024,2025-09-22,2025-09-19,4318.97,VENDOR_0043,INV-2025-4788,Raw Material Purchases,HDFC Current Account,Payment for raw material purchases to VENDOR_0043,False,777.41,27ABCDE6952F1Z5
TXN-045025,2025-10-19,2025-10-16,30021.95,VENDOR_0005,INV-2025-6541,Professional Fees,HDFC Current Account,Payment for professional fees to VENDOR_0005,False,5403.95,27ABCDE7038F1Z5
TXN-045026,2025-09-05,2025-09-05,304.07,VENDOR_0035,INV-2025-8837,Professional Fees,ICICI Bank Account,Payment for professional fees to VENDOR_0035,False,54.73,27ABCDE9849F1Z5
TXN-045027,2025-08-21,2025-08-20,4684.9,VENDOR_0018,INV-2025-9665,Professional Fees,SBI Corporate Account,Payment for professional fees to VENDOR_0018,False,843.28,27ABCDE1151F1Z5
TXN-045028,2025-06-08,2025-06-08,4863.81,VENDOR_0038,INV-2025-7007,Capital Expenditure,HDFC Current Account,Payment for capital expenditure to VENDOR_0038,False,875.49,27ABCDE7641F1Z5
TXN-045029,2026-01-25,2026-01-25,9120.63,VENDOR_0098,INV-2025-6776,Raw Material Purchases,HDFC Current Account,Payment for raw material purchases to VENDOR_0098,False,1641.71,27ABCDE7013F1Z5
TXN-045030,2026-03-27,2026-03-27,834.84,VENDOR_0078,INV-2025-7423,Operating Expenses,SBI Corporate Account,Payment for operating expenses to VENDOR_0078,False,150.27,27ABCDE7320F1Z5
TXN-045031,2025-10-07,2025-10-07,413.3,VENDOR_0189,INV-2025-1779,Operating Expenses,HDFC Current Account,Payment for operating expenses to VENDOR_0189,False,74.39,27ABCDE6989F1Z5
TXN-045032,2025-04-27,2025-04-27,2456.35,VENDOR_0198,INV-2025-1741,Professional Fees,HDFC Current Account,Payment for professional fees to VENDOR_0198,False,442.14,27ABCDE4486F1Z5
TXN-045033,2025-05-11,2025-05-08,13153.41,VENDOR_0128,INV-2025-4345,Rent Expense,Accounts Payable,Payment for rent expense to VENDOR_0128,False,2367.61,27ABCDE6782F1Z5
TXN-045034,2025-06-16,2025-06-15,1648.11,VENDOR_0073,INV-2025-4307,Capital Expenditure,ICICI Bank Account,Payment for capital expenditure to VENDOR_0073,False,296.66,27ABCDE8973F1Z5
TXN-045035,2025-12-12,2025-12-12,10091.83,VENDOR_0085,INV-2025-3208,Professional Fees,Accounts Payable,Payment for professional fees to VENDOR_0085,False,1816.53,27ABCDE3486F1Z5
TXN-045036,2025-09-16,2025-09-16,1531.26,VENDOR_0114,INV-2025-9823,Operating Expenses,HDFC Current Account,Payment for operating expenses to VENDOR_0114,False,275.63,27ABCDE4786F1Z5
TXN-045037,2025-05-18,2025-05-15,7381.41,VENDOR_0199,INV-2025-4302,Raw Material Purchases,HDFC Current Account,Payment for raw material purchases to VENDOR_0199,False,1328.65,27ABCDE7639F1Z5
TXN-045038,2025-10-06,2025-10-03,1387.72,VENDOR_0198,INV-2025-6953,Vendor Advances,SBI Corporate Account,Payment for vendor advances to VENDOR_0198,False,249.79,27ABCDE2433F1Z5
TXN-045039,2025-04-02,2025-03-30,3269.19,VENDOR_0091,INV-2025-5712,Capital Expenditure,SBI Corporate Account,Payment for capital expenditure to VENDOR_0091,False,588.45,27ABCDE3256F1Z5
TXN-045040,2025-12-06,2025-12-03,17030.95,VENDOR_0111,INV-2025-2420,Raw Material Purchases,ICICI Bank Account,Payment for raw material purchases to VENDOR_0111,False,3065.57,27ABCDE3078F1Z5
TXN-045041,2026-01-19,2026-01-16,3582.27,VENDOR_0078,INV-2025-9809,Raw Material Purchases,ICICI Bank Account,Payment for raw material purchases to VENDOR_0078,False,644.81,27ABCDE3028F1Z5
TXN-045042,2025-07-13,2025-07-10,18063.43,VENDOR_0044,INV-2025-3651,Raw Material Purchases,Accounts Payable,Payment for raw material purchases to VENDOR_0044,False,3251.42,27ABCDE3849F1Z5
TXN-045043,2026-03-05,2026-03-05,794.67,VENDOR_Y09,INV-2025-2234,Rent Expense,ICICI Bank Account,Payment for rent expense to VENDOR_Y09,False,143.04,27ABCDE2747F1Z5
TXN-045044,2025-12-24,2025-12-21,8248.08,VENDOR_0157,INV-2025-8011,Professional Fees,Accounts Payable,Payment for professional fees to VENDOR_0157,False,1484.65,27ABCDE3738F1Z5
TXN-045045,2025-06-30,2025-06-30,11409.36,VENDOR_0192,INV-2025-6466,Operating Expenses,SBI Corporate Account,Payment for operating expenses to VENDOR_0192,False,2053.68,27ABCDE7312F1Z5
TXN-045046,2026-03-18,2026-03-18,23983.37,VENDOR_0146,INV-2025-6758,Vendor Advances,SBI Corporate Account,Payment for vendor advances to VENDOR_0146,False,4317.01,27ABCDE1454F1Z5
TXN-045047,2025-12-09,2025-12-06,415.45,VENDOR_0017,INV-2025-3523,Operating Expenses,ICICI Bank Account,Payment for operating expenses to VENDOR_0017,False,74.78,27ABCDE2973F1Z5
TXN-045048,2025-09-07,2025-09-05,851.71,VENDOR_0160,INV-2025-7412,Rent Expense,ICICI Bank Account,Payment for rent expense to VENDOR_0160,False,153.31,27ABCDE6693F1Z5
TXN-045049,2025-11-23,2025-11-21,6388.43,VENDOR_0021,INV-2025-3153,Professional Fees,ICICI Bank Account,Payment for professional fees to VENDOR_0021,False,1149.92,27ABCDE5214F1Z5
TXN-045050,2025-04-29,2025-04-26,511.36,VENDOR_0106,INV-2025-9731,Rent Expense,HDFC Current Account,Payment for rent expense to VENDOR_0106,False,92.04,27ABCDE7813F1Z5
TXN-045051,2025-08-03,2025-08-02,6469.35,VENDOR_0148,INV-2025-1058,Raw Material Purchases,Accounts Payable,Payment for raw material purchases to VENDOR_0148,False,1164.48,27ABCDE3421F1Z5
TXN-045052,2025-12-31,2025-12-28,8494.98,VENDOR_0029,INV-2025-3268,Vendor Advances,SBI Corporate Account,Payment for vendor advances to VENDOR_0029,False,1529.10,27ABCDE4755F1Z5
TXN-045053,2025-05-14,2025-05-12,10150.83,VENDOR_0057,INV-2025-1674,Professional Fees,Accounts Payable,Payment for professional fees to VENDOR_0057,False,1827.15,27ABCDE7327F1Z5
TXN-045054,2025-04-14,2025-04-11,30654.7,VENDOR_0110,INV-2025-6754,Professional Fees,ICICI Bank Account,Payment for professional fees to VENDOR_0110,False,5517.85,27ABCDE6287F1Z5
TXN-045055,2025-12-14,2025-12-14,869.62,VENDOR_0110,INV-2025-2796,Capital Expenditure,Accounts Payable,Payment for capital expenditure to VENDOR_0110,False,156.53,27ABCDE8783F1Z5
TXN-045056,2025-05-21,2025-05-21,2309.07,VENDOR_0004,INV-2025-5993,Vendor Advances,ICICI Bank Account,Payment for vendor advances to VENDOR_0004,False,415.63,27ABCDE9967F1Z5
TXN-045057,2025-08-27,2025-08-24,6257.83,VENDOR_0001,INV-2025-3083,Rent Expense,Accounts Payable,Payment for rent expense to VENDOR_0001,False,1126.41,27ABCDE9307F1Z5
TXN-045058,2025-05-17,2025-05-14,34135.03,VENDOR_0194,INV-2025-1153,Professional Fees,SBI Corporate Account,Payment for professional fees to VENDOR_0194,False,6144.31,27ABCDE1164F1Z5
TXN-045059,2026-01-10,2026-01-08,4629.28,VENDOR_0129,INV-2025-9322,Raw Material Purchases,ICICI Bank Account,Payment for raw material purchases to VENDOR_0129,False,833.27,27ABCDE4452F1Z5
TXN-045060,2025-11-09,2025-11-08,12826.45,VENDOR_0107,INV-2025-5391,Operating Expenses,HDFC Current Account,Payment for operating expenses to VENDOR_0107,False,2308.76,27ABCDE3594F1Z5
TXN-045061,2025-08-24,2025-08-21,61118.26,VENDOR_0134,INV-2025-7228,Rent Expense,SBI Corporate Account,Payment for rent expense to VENDOR_0134,False,11001.29,27ABCDE2455F1Z5
TXN-045062,2025-09-08,2025-09-06,13639.28,VENDOR_0117,INV-2025-7717,Operating Expenses,ICICI Bank Account,Payment for operating expenses to VENDOR_0117,False,2455.07,27ABCDE7573F1Z5
TXN-045063,2025-12-22,2025-12-19,9916.42,VENDOR_0079,INV-2025-5811,Vendor Advances,ICICI Bank Account,Payment for vendor advances to VENDOR_0079,False,1784.96,27ABCDE8962F1Z5
TXN-045064,2026-01-11,2026-01-11,5813.24,VENDOR_0014,INV-2025-3265,Raw Material Purchases,ICICI Bank Account,Payment for raw material purchases to VENDOR_0014,False,1046.38,27ABCDE4063F1Z5
TXN-045065,2025-11-09,2025-11-08,8456.26,VENDOR_0111,INV-2025-8609,Professional Fees,ICICI Bank Account,Payment for professional fees to VENDOR_0111,False,1522.13,27ABCDE8098F1Z5
TXN-045066,2025-12-18,2025-12-17,15477.22,VENDOR_0091,INV-2025-6776,Raw Material Purchases,SBI Corporate Account,Payment for raw material purchases to VENDOR_0091,False,2785.90,27ABCDE7429F1Z5
TXN-045067,2025-05-31,2025-05-28,5139.66,VENDOR_0085,INV-2025-1888,Vendor Advances,HDFC Current Account,Payment for vendor advances to VENDOR_0085,False,925.14,27ABCDE2001F1Z5
TXN-045068,2026-03-14,2026-03-13,2387.52,VENDOR_0133,INV-2025-4008,Raw Material Purchases,ICICI Bank Account,Payment for raw material purchases to VENDOR_0133,False,429.75,27ABCDE3019F1Z5
TXN-045069,2025-05-10,2025-05-08,1372.54,VENDOR_0089,INV-2025-2139,Vendor Advances,HDFC Current Account,Payment for vendor advances to VENDOR_0089,False,247.06,27ABCDE1960F1Z5
TXN-045070,2025-10-15,2025-10-14,2087.19,VENDOR_0197,INV-2025-3969,Professional Fees,ICICI Bank Account,Payment for professional fees to VENDOR_0197,False,375.69,27ABCDE1094F1Z5
TXN-045071,2025-07-25,2025-07-22,2203.6,VENDOR_0103,INV-2025-1410,Capital Expenditure,ICICI Bank Account,Payment for capital expenditure to VENDOR_0103,False,396.65,27ABCDE5592F1Z5
TXN-045072,2025-06-23,2025-06-21,859.87,VENDOR_0070,INV-2025-5275,Vendor Advances,HDFC Current Account,Payment for vendor advances to VENDOR_0070,False,154.78,27ABCDE3710F1Z5
TXN-045073,2025-09-23,2025-09-20,9144.48,VENDOR_0104,INV-2025-5048,Capital Expenditure,ICICI Bank Account,Payment for capital expenditure to VENDOR_0104,False,1646.01,27ABCDE2712F1Z5
TXN-045074,2025-09-14,2025-09-12,3482.46,VENDOR_0016,INV-2025-4740,Vendor Advances,ICICI Bank Account,Payment for vendor advances to VENDOR_0016,False,626.84,27ABCDE8996F1Z5
TXN-045075,2026-02-18,2026-02-18,1007.34,VENDOR_0171,INV-2025-1056,Capital Expenditure,HDFC Current Account,Payment for capital expenditure to VENDOR_0171,False,181.32,27ABCDE5274F1Z5
TXN-045076,2025-12-31,2025-12-29,3154.38,VENDOR_0194,INV-2025-5581,Vendor Advances,Accounts Payable,Payment for vendor advances to VENDOR_0194,False,567.79,27ABCDE3879F1Z5
TXN-045077,2025-09-23,2025-09-23,1930.22,VENDOR_0168,INV-2025-5074,Capital Expenditure,ICICI Bank Account,Payment for capital expenditure to VENDOR_0168,False,347.44,27ABCDE6214F1Z5
TXN-045078,2025-06-01,2025-05-29,18930.36,VENDOR_0020,INV-2025-9834,Rent Expense,ICICI Bank Account,Payment for rent expense to VENDOR_0020,False,3407.46,27ABCDE8898F1Z5
TXN-045079,2025-05-11,2025-05-10,2418.86,VENDOR_0020,INV-2025-2259,Operating Expenses,SBI Corporate Account,Payment for operating expenses to VENDOR_0020,False,435.39,27ABCDE6164F1Z5
TXN-045080,2025-09-23,2025-09-23,1862.63,VENDOR_0047,INV-2025-8593,Rent Expense,ICICI Bank Account,Payment for rent expense to VENDOR_0047,False,335.27,27ABCDE7551F1Z5
TXN-045081,2025-10-31,2025-10-28,16128.48,VENDOR_0149,INV-2025-9506,Vendor Advances,SBI Corporate Account,Payment for vendor advances to VENDOR_0149,False,2903.13,27ABCDE2072F1Z5
TXN-045082,2025-11-24,2025-11-22,4481.05,VENDOR_0023,INV-2025-5893,Vendor Advances,HDFC Current Account,Payment for vendor advances to VENDOR_0023,False,806.59,27ABCDE3676F1Z5
TXN-045083,2025-11-22,2025-11-22,6721.94,VENDOR_0126,INV-2025-4153,Rent Expense,Accounts Payable,Payment for rent expense to VENDOR_0126,False,1209.95,27ABCDE6966F1Z5
TXN-045084,2025-12-02,2025-11-29,3857.43,VENDOR_0149,INV-2025-9330,Capital Expenditure,Accounts Payable,Payment for capital expenditure to VENDOR_0149,False,694.34,27ABCDE9476F1Z5
TXN-045085,2025-06-20,2025-06-18,3391.37,VENDOR_0069,INV-2025-1863,Professional Fees,HDFC Current Account,Payment for professional fees to VENDOR_0069,False,610.45,27ABCDE8052F1Z5
TXN-045086,2025-06-18,2025-06-16,4226.43,VENDOR_0075,INV-2025-3802,Operating Expenses,Accounts Payable,Payment for operating expenses to VENDOR_0075,False,760.76,27ABCDE4016F1Z5
TXN-045087,2026-02-06,2026-02-05,14914.85,VENDOR_0020,INV-2025-1426,Professional Fees,SBI Corporate Account,Payment for professional fees to VENDOR_0020,False,2684.67,27ABCDE2632F1Z5
TXN-045088,2025-08-02,2025-07-31,1032.13,VENDOR_0198,INV-2025-3609,Vendor Advances,ICICI Bank Account,Payment for vendor advances to VENDOR_0198,False,185.78,27ABCDE9315F1Z5
TXN-045089,2025-11-20,2025-11-18,1180.61,VENDOR_0095,INV-2025-5767,Vendor Advances,ICICI Bank Account,Payment for vendor advances to VENDOR_0095,False,212.51,27ABCDE9914F1Z5
TXN-045090,2025-08-20,2025-08-18,185.32,VENDOR_0197,INV-2025-4579,Vendor Advances,Accounts Payable,Payment for vendor advances to VENDOR_0197,False,33.36,27ABCDE2129F1Z5
TXN-045091,2025-10-31,2025-10-29,85788.79,VENDOR_0055,INV-2025-1352,Rent Expense,SBI Corporate Account,Payment for rent expense to VENDOR_0055,False,15441.98,27ABCDE9531F1Z5
TXN-045092,2026-01-03,2025-12-31,15173.38,VENDOR_0031,INV-2025-6082,Vendor Advances,SBI Corporate Account,Payment for vendor advances to VENDOR_0031,False,2731.21,27ABCDE6352F1Z5
TXN-045093,2025-12-24,2025-12-23,2203.18,VENDOR_0144,INV-2025-2756,Rent Expense,Accounts Payable,Payment for rent expense to VENDOR_0144,False,396.57,27ABCDE9009F1Z5
TXN-045094,2025-12-13,2025-12-10,590.58,VENDOR_0038,INV-2025-9176,Capital Expenditure,ICICI Bank Account,Payment for capital expenditure to VENDOR_0038,False,106.30,27ABCDE5677F1Z5
TXN-045095,2025-10-13,2025-10-11,13768.51,VENDOR_0146,INV-2025-2320,Rent Expense,Accounts Payable,Payment for rent expense to VENDOR_0146,False,2478.33,27ABCDE6713F1Z5
TXN-045096,2025-08-05,2025-08-04,4754.95,VENDOR_Z03,INV-2025-7897,Vendor Advances,SBI Corporate Account,Payment for vendor advances to VENDOR_Z03,False,855.89,27ABCDE3480F1Z5
TXN-045097,2025-07-24,2025-07-24,4125.47,VENDOR_0195,INV-2025-8095,Rent Expense,Accounts Payable,Payment for rent expense to VENDOR_0195,False,742.58,27ABCDE7719F1Z5
TXN-045098,2025-11-29,2025-11-28,5274.26,VENDOR_0075,INV-2025-1364,Professional Fees,ICICI Bank Account,Payment for professional fees to VENDOR_0075,False,949.37,27ABCDE4533F1Z5
TXN-045099,2026-01-28,2026-01-25,4658.69,VENDOR_0039,INV-2025-1449,Operating Expenses,SBI Corporate Account,Payment for operating expenses to VENDOR_0039,False,838.56,27ABCDE8006F1Z5
TXN-045100,2025-06-08,2025-06-07,638.03,VENDOR_0160,INV-2025-6983,Vendor Advances,HDFC Current Account,Payment for vendor advances to VENDOR_0160,False,114.85,27ABCDE1075F1Z5
TXN-045101,2025-06-30,2025-06-30,2331.75,VENDOR_0174,INV-2025-6972,Capital Expenditure,Accounts Payable,Payment for capital expenditure to VENDOR_0174,False,419.72,27ABCDE9597F1Z5
TXN-045102,2025-09-04,2025-09-03,7771.81,VENDOR_0088,INV-2025-3884,Vendor Advances,HDFC Current Account,Payment for vendor advances to VENDOR_0088,False,1398.93,27ABCDE9428F1Z5
TXN-045103,2025-07-27,2025-07-27,10984.53,VENDOR_Z03,INV-2025-6535,Professional Fees,SBI Corporate Account,Payment for professional fees to VENDOR_Z03,False,1977.22,27ABCDE9355F1Z5
TXN-045104,2026-02-07,2026-02-07,12601.28,VENDOR_0098,INV-2025-7161,Operating Expenses,Accounts Payable,Payment for operating expenses to VENDOR_0098,False,2268.23,27ABCDE1257F1Z5
TXN-045105,2026-01-13,2026-01-11,14492.35,VENDOR_0182,INV-2025-7414,Rent Expense,SBI Corporate Account,Payment for rent expense to VENDOR_0182,False,2608.62,27ABCDE2717F1Z5
TXN-045106,2025-07-26,2025-07-26,7736.42,VENDOR_0184,INV-2025-8368,Operating Expenses,Accounts Payable,Payment for operating expenses to VENDOR_0184,False,1392.56,27ABCDE6531F1Z5
TXN-045107,2025-10-05,2025-10-03,1644.99,VENDOR_0024,INV-2025-7388,Capital Expenditure,Accounts Payable,Payment for capital expenditure to VENDOR_0024,False,296.10,27ABCDE4117F1Z5
TXN-045108,2025-08-01,2025-07-30,515.96,VENDOR_0073,INV-2025-9623,Operating Expenses,Accounts Payable,Payment for operating expenses to VENDOR_0073,False,92.87,27ABCDE3009F1Z5
TXN-045109,2025-10-10,2025-10-09,4875.13,VENDOR_0184,INV-2025-1072,Operating Expenses,SBI Corporate Account,Payment for operating expenses to VENDOR_0184,False,877.52,27ABCDE1235F1Z5
TXN-045110,2025-11-06,2025-11-05,5583.33,VENDOR_0068,INV-2025-1829,Vendor Advances,HDFC Current Account,Payment for vendor advances to VENDOR_0068,False,1005.00,27ABCDE1070F1Z5
TXN-045111,2025-09-22,2025-09-19,7487.72,VENDOR_0167,INV-2025-6548,Vendor Advances,ICICI Bank Account,Payment for vendor advances to VENDOR_0167,False,1347.79,27ABCDE8857F1Z5
TXN-045112,2025-09-16,2025-09-13,13550.46,VENDOR_0125,INV-2025-8166,Rent Expense,HDFC Current Account,Payment for rent expense to VENDOR_0125,False,2439.08,27ABCDE8563F1Z5
TXN-045113,2026-03-04,2026-03-04,795.85,VENDOR_0095,INV-2025-3428,Capital Expenditure,ICICI Bank Account,Payment for capital expenditure to VENDOR_0095,False,143.25,27ABCDE7495F1Z5
TXN-045114,2025-07-31,2025-07-30,1584.8,VENDOR_0013,INV-2025-9502,Raw Material Purchases,SBI Corporate Account,Payment for raw material purchases to VENDOR_0013,False,285.26,27ABCDE5871F1Z5
TXN-045115,2026-02-24,2026-02-24,30363.7,VENDOR_0196,INV-2025-7342,Rent Expense,HDFC Current Account,Payment for rent expense to VENDOR_0196,False,5465.47,27ABCDE3405F1Z5
TXN-045116,2025-10-25,2025-10-25,2968.97,VENDOR_0043,INV-2025-8519,Capital Expenditure,ICICI Bank Account,Payment for capital expenditure to VENDOR_0043,False,534.41,27ABCDE6999F1Z5
TXN-045117,2025-11-04,2025-11-01,43682.38,VENDOR_0171,INV-2025-9289,Operating Expenses,HDFC Current Account,Payment for operating expenses to VENDOR_0171,False,7862.83,27ABCDE7203F1Z5
TXN-045118,2025-05-24,2025-05-22,16670.55,VENDOR_0200,INV-2025-8899,Operating Expenses,HDFC Current Account,Payment for operating expenses to VENDOR_0200,False,3000.70,27ABCDE2187F1Z5
TXN-045119,2025-05-24,2025-05-21,1451.6,VENDOR_0073,INV-2025-4501,Vendor Advances,Accounts Payable,Payment for vendor advances to VENDOR_0073,False,261.29,27ABCDE3642F1Z5
TXN-045120,2025-08-18,2025-08-18,7141.72,VENDOR_0092,INV-2025-3324,Capital Expenditure,SBI Corporate Account,Payment for capital expenditure to VENDOR_0092,False,1285.51,27ABCDE2315F1Z5
TXN-045121,2025-10-15,2025-10-14,5199.44,VENDOR_0053,INV-2025-5995,Operating Expenses,SBI Corporate Account,Payment for operating expenses to VENDOR_0053,False,935.90,27ABCDE9626F1Z5
TXN-045122,2025-07-01,2025-06-29,8235.0,VENDOR_0101,INV-2025-8840,Professional Fees,Accounts Payable,Payment for professional fees to VENDOR_0101,False,1482.30,27ABCDE9330F1Z5
TXN-045123,2025-05-27,2025-05-25,3710.62,VENDOR_0102,INV-2025-9779,Professional Fees,HDFC Current Account,Payment for professional fees to VENDOR_0102,False,667.91,27ABCDE7969F1Z5
TXN-045124,2025-04-30,2025-04-30,10256.31,VENDOR_0198,INV-2025-5547,Professional Fees,SBI Corporate Account,Payment for professional fees to VENDOR_0198,False,1846.14,27ABCDE9833F1Z5
TXN-045125,2025-08-30,2025-08-30,15785.08,VENDOR_X17,INV-2025-6536,Raw Material Purchases,SBI Corporate Account,Payment for raw material purchases to VENDOR_X17,False,2841.31,27ABCDE7371F1Z5
TXN-045126,2026-01-16,2026-01-16,1790.1,VENDOR_0101,INV-2025-4098,Professional Fees,SBI Corporate Account,Payment for professional fees to VENDOR_0101,False,322.22,27ABCDE5295F1Z5
TXN-045127,2025-05-09,2025-05-07,150.00,VENDOR_0024,INV-2025-5557,Operating Expenses,ICICI Bank Account,Payment for operating expenses to VENDOR_0024,False,27.00,27ABCDE4837F1Z5
TXN-045128,2025-08-05,2025-08-04,2872.36,VENDOR_0005,INV-2025-2376,Rent Expense,SBI Corporate Account,Payment for rent expense to VENDOR_0005,False,517.02,27ABCDE7676F1Z5
TXN-045129,2025-08-02,2025-08-01,40450.65,VENDOR_0188,INV-2025-1683,Professional Fees,ICICI Bank Account,Payment for professional fees to VENDOR_0188,False,7281.12,27ABCDE3309F1Z5
TXN-045130,2025-11-23,2025-11-22,2972.01,VENDOR_0159,INV-2025-8935,Operating Expenses,Accounts Payable,Payment for operating expenses to VENDOR_0159,False,534.96,27ABCDE7224F1Z5
TXN-045131,2025-10-15,2025-10-14,7255.32,VENDOR_0109,INV-2025-4886,Raw Material Purchases,SBI Corporate Account,Payment for raw material purchases to VENDOR_0109,False,1305.96,27ABCDE2658F1Z5
TXN-045132,2026-01-15,2026-01-15,6165.37,VENDOR_0002,INV-2025-2947,Operating Expenses,HDFC Current Account,Payment for operating expenses to VENDOR_0002,False,1109.77,27ABCDE7575F1Z5
TXN-045133,2025-07-22,2025-07-21,4557.0,VENDOR_0135,INV-2025-7087,Capital Expenditure,HDFC Current Account,Payment for capital expenditure to VENDOR_0135,False,820.26,27ABCDE6075F1Z5
TXN-045134,2025-08-04,2025-08-03,912.96,VENDOR_0100,INV-2025-4853,Operating Expenses,Accounts Payable,Payment for operating expenses to VENDOR_0100,False,164.33,27ABCDE1857F1Z5
TXN-045135,2025-08-30,2025-08-30,57543.64,VENDOR_0197,INV-2025-6596,Capital Expenditure,HDFC Current Account,Payment for capital expenditure to VENDOR_0197,False,10357.86,27ABCDE2972F1Z5
TXN-045136,2025-05-10,2025-05-10,3819.88,VENDOR_0151,INV-2025-5205,Capital Expenditure,Accounts Payable,Payment for capital expenditure to VENDOR_0151,False,687.58,27ABCDE8658F1Z5
TXN-045137,2025-06-07,2025-06-05,79213.85,VENDOR_0011,INV-2025-4259,Vendor Advances,ICICI Bank Account,Payment for vendor advances to VENDOR_0011,False,14258.49,27ABCDE1971F1Z5
TXN-045138,2025-05-26,2025-05-26,14691.4,VENDOR_0006,INV-2025-9847,Vendor Advances,Accounts Payable,Payment for vendor advances to VENDOR_0006,False,2644.45,27ABCDE4085F1Z5
TXN-045139,2025-11-30,2025-11-28,1217.84,VENDOR_0112,INV-2025-4988,Capital Expenditure,ICICI Bank Account,Payment for capital expenditure to VENDOR_0112,False,219.21,27ABCDE2377F1Z5
